Feature,4_IBA_23,4_IBA_25,4_IBA_32,4_IBA_35,4_IBA_37,4_IBA_38,4_IBA_39,4_IBA_40,5_MAR_41,5_MAR_42,5_MAR_43,5_MAR_44,5_MAR_45,5_MAR_46,5_MAR_47,5_MAR_48,2_OCT_10,2_OCT_11,2_OCT_12,2_OCT_13,2_OCT_14,2_OCT_15,2_OCT_16,2_OCT_17,2_OCT_18,1_SEPT_1,1_SEPT_2,1_SEPT_3,1_SEPT_4,1_SEPT_5,1_SEPT_6,1_SEPT_7,1_SEPT_8,1_SEPT_9,3_TOR_19,3_TOR_20,3_TOR_21,3_TOR_22,3_TOR_24,3_TOR_26,3_TOR_27,3_TOR_28,3_TOR_29,3_TOR_30,3_TOR_31,3_TOR_33,3_TOR_34,3_TOR_36
pro-gln,8196617.91,5881249.675,5244995.062,1637441.725,4604299.988,3748933.393,2671501.425,5981170.993,2953028.204,8052066.821,4020204.052,3301877.302,4035603.415,9029220.427,6252307.146,1141872.787,9299456.401,5078914.609,6727794.338,12651006.6,6125942.138,11071745.39,14406130.58,3213752.647,6132758.069,6132442.709,6462326.863,4244698.466,3165292.019,4460310.878,5314163.551,4019175.78,6017510.018,5693915.27,7126907.143,6158639.922,7110535.838,6332293.852,4890975.648,9431990.551,7319504.689,2415349.407,2785480.37,2475761.404,2890125.179,8811086.738,7337665.108,6118435.524
Prolylglycine,1070660.413,688260.4709,1531798.499,1626944.403,1606404.587,289941.8971,490043.314,1203259.941,1637939.971,1340267.895,904480.2204,1172351.76,835480.9746,1321596.475,1523775.763,1416657.474,800883.1855,977948.6947,577334.3567,476285.7599,399064.356,297225.7336,506221.2752,866283.3423,416091.87,967531.7739,1222373.219,1783974.792,1867122.81,1275034.083,974026.473,1265252.72,1244931.322,1867917.746,529180.7771,478802.9516,291826.3412,361484.3684,367793.6635,404443.1481,247906.2322,460135.1745,379566.1845,295935.2795,327374.4036,349111.6455,438330.2157,810529.1198
Prolylleucine,171788331.5,106765231,126176639.8,70949463.93,130426418.4,148460454.2,147227351.3,95547369.19,63423790.47,42507982.94,53172442.22,23308152.68,30033148.31,36357978.75,27619520.19,12375414.42,142053643.8,114454280.8,151503390.7,133902587.2,175514717.8,153321661.4,145057026.1,162373998.6,99243721.54,85608023.98,76645476.05,116567557.2,108078113.8,79099170.74,151551245.3,127052106.1,134209717.8,117144420.2,148215949.2,130839451.3,97379694.44,167591330.9,161148500.6,165262259.2,104738886.5,107542645.5,154113593.4,149263197.4,156668960.4,138473518.1,154460569.9,131322787.9
Pro-Lys,14160407.32,12155066.56,8933604.781,11915547.85,19707022.4,13056235.72,18878673.23,20710376.36,11369670.43,10275842.68,8034666.023,8733622.311,7562913.342,12623796.34,8462486.059,9388985.631,16833442.35,18435084.76,15544425.41,11853774.26,24669852.64,15939167.36,15237525.61,19753825.03,11534011.67,19760705.32,17679315.75,20163729.05,14980317.65,9956001.632,16350762.33,15225797.59,14776570.14,20668088.8,18590822.82,15938141.89,13156626.73,16111946.18,21102759.77,19523039.84,18928793.77,8582114.427,10837039.57,11200355.2,13199142.52,18407679.77,17135501.3,13763992.93
Propionylcarnitine,1032184009,170137989.2,2702128682,1924293283,2740480609,97060087.71,179731959.5,1657945275,1554480669,3099160682,1856031377,2566645425,1190295052,2471088720,1407030771,2729111059,242079224.7,158080806.1,145281240.9,314835202.1,106466693.3,140909219.6,210433051.1,359244461.6,246752099,1762035839,1433091024,826709329.6,1553573707,2064486844,1181205719,1109051909,979337484.5,1207401603,130170267.8,232195764.6,249227549.3,174581976.4,156762990.3,141748596.7,143573049.5,133850589.5,267899890.4,165040928,154036136.6,109347549.8,160919819.8,122657255.4
Pro-Pro,673044.2611,508626.6303,1483339.305,104924.248,547958.9014,92902.39493,1182875.898,456090.3113,136367.8239,394314.77,112241.3912,152303.0732,123294.3029,213429.0741,116209.8394,97692.45632,507433.2612,2598002.609,1347608.503,1611454.023,958870.3389,2582551.297,1159963.49,277321.576,211305.814,171987.1922,123803.3706,319672.3449,2685592.715,544620.6045,600663.6045,297240.5558,573869.4519,308110.6363,453502.0273,269896.4487,640457.8684,853360.6525,2094585.842,1322232.447,232413.873,660855.2113,1018642.362,105850.3254,113541.6033,1383799.218,2612094.768,362488.6268
Pyridine,4225915.036,8651045.801,6571224.347,4112884.759,2897452.213,7127458.993,7800816.014,478769.4484,9333899.223,3722088.02,4058839.869,5188692.493,5235245.119,3854410.725,3317840.585,6061646.748,5864085.221,9725788.911,11078996.41,8775795.32,13357252.69,4872286.136,6441058.85,7398251.127,7982256.845,2903463.341,5494333.524,2575373.824,3632722.884,2560220.89,4047036.143,4494163.477,3511104.376,4073596.217,8502066.388,12106341.74,11478698.17,6230405.906,8045752.03,9751581.683,10020951.63,9030349.524,7299889.705,478184.7856,8799528.112,15434327.64,5114432.569,6283334.186
Pyridoxamine 5-phosphate,13765914.77,20305584.57,13605567.27,18472426.19,16905535.76,23610563.56,12539579.6,20718256.7,4930459.362,4772455.424,7307442.813,6687657.375,2102464.277,5712792.18,3986324.744,2292867.291,12091855.17,22571164.08,24391824.31,24126338.09,16681924.96,18634218.53,22209628.91,19706405.04,13861665.03,12340175.22,12237807.82,15424975.46,13416440.15,6453610.421,6148782.195,5744075.247,10496556.08,10516816.78,36716511.23,27643668.82,31397600.33,19118847.93,17624490.44,37755295.96,19370049.17,8804042.997,17491435.41,23405489.8,19115133.43,19772541.69,35144925.94,22214063.46
Pyrone,7082546.452,7285251.672,7160131.953,6468989.307,7385111.908,4832250.542,9043104.625,6245325.943,6166668.012,6563219.453,5577016.636,17976788.4,5438481.219,5631783.55,5660936.345,5084065.306,8227619.642,10455558.53,8576791.151,6341141.288,9133270.43,9211733.63,8718743.082,7931827.123,6125465.236,7060136.904,7172030.211,8308126.598,8578737.199,6902136.162,6307829.378,6516709.724,6636925.128,8574558.376,10254189.1,10238785.06,8803588.505,7219242.721,10287350.67,8180119.079,8946568.789,6468343.125,5754783.154,5389732.345,6249415.033,8253484.952,8675154.076,9307372.779
Pyrrole,2362903.415,3711969.008,3205681.987,2578763.615,2592379.28,2663249.174,2583127.852,2919627.061,6750184.278,1781545.935,2428455.199,4649360.547,3593852.022,3025714.499,2279668.428,4236116.187,3620929.118,2587159.551,3348930.823,2283916.09,4556467.12,2010994.736,3027473.911,2483412.707,2245939.791,2719510.307,3477802.548,2431309.285,2765014.146,2090266.926,3390993.909,2932978.904,2111841.684,3264391.083,3025393.147,3173530.329,3855680.561,2805309.541,1760580.387,3316056.945,2548862.913,2569270.594,2020469.744,3622635.221,1962567.022,3010063.288,1914844.294,2616213.973
Ricinine,2182875.119,988245.6064,948386.3208,1379365.801,311340.6765,674914.7096,642717.0034,258478.5714,1656673.349,1231500.965,2669449.406,2783110.551,474227.8165,1912743.706,1850140.719,317647.9669,2843736.242,2769685.713,1495984.674,1272606.966,1417338.801,4110643.45,1254953.598,3067399.973,1516200.427,2602951.471,1894846.92,1964632.225,2048896.958,1990829.234,2656058.282,2246486.752,2288640.853,2743573.355,1490101.337,1066672.086,1135632.563,991383.7547,1465576.542,1189543.697,1105398.407,1891875.777,1143360.513,1302600.472,697074.3195,1213700.752,1123843.301,774661.0273
Ritalinic acid,306063.934,64925.40043,44131.1831,55203.02572,47054.35747,60509.29812,51460.54401,55651.5385,62462.77589,61943.65693,56166.54596,68166.69775,62784.92305,59482.63729,79629.02972,47413.0347,53014.35368,114978.6432,130697.9326,160311.8107,304631.1503,287387.0356,172630.9018,96316.25709,158237.4234,648401.6637,409708.8571,92480.37412,1134877.839,1331697.262,435995.4514,462887.3451,745701.1497,1078112.371,217874.6199,98536.64744,47616.06059,307939.969,58877.02506,65956.73029,815927.8092,234610.1618,50981.42247,51650.98729,68381.03889,115519.5242,78775.41954,70161.12265
S-Adenosylhomocysteine,12652245.64,33522858,17218478.11,15018514.4,18249126.78,23946594.08,26939385.41,14028163.86,14957505.27,12482959.05,19295492.62,25593331.36,6398487.007,19227214.86,9855585.18,13996571.87,21787625.9,24195663.5,26699800.11,21221019.47,32137739.7,19646463.62,19873754.58,17290626.6,26298306.49,11918134.86,22698933.49,18731619.13,11885740.94,9474579.489,9455381.473,7486914.209,17342444.03,16511023.4,31654279.15,35297550.31,31282694.02,29860163.04,23087260.43,29611109.57,32262666.61,41423294.34,22713020.31,16798543.9,27766673.76,38928849.5,25684387.8,23118455.22
S-Adenosylmethionine,15603180.45,33572847.28,15434718.54,25336539.7,23451348.13,24384409.22,26313760.07,14398545.88,19031596.19,22173293.02,22788115.64,24017452.89,14291797.95,17769433.64,14272303.98,22541709.02,8749710.778,8410346.447,19739045.92,9574155.283,10689018.01,10407558.59,9850618.821,5834705.849,21767577.86,17056750.47,13220974.83,13542319.83,12461213.99,17568949.4,13704662.86,14210018.03,12338769.66,16007569.68,20502667.08,22915641.25,22076049.9,24006640.19,19052626.37,38895475.28,29718329.07,23310280.5,46801167.15,18686231.26,20527237.32,15660282.01,28041200.6,32741452.57
ser-arg,2016385.519,2208761.966,3152493.151,1263293.089,2273635.923,654802.7004,1751252.6,1987561.88,4617770.54,704280.4394,1118661.115,1761457.148,1114869.931,1035169.185,760992.2222,1106952.965,1664067.84,1617615.293,1713406.769,2025954.012,2487632.255,1269450.167,2011086.367,1032717.479,1666332.94,2151220.163,1738428.793,1317378.853,3917792.213,1282102.044,1562456.85,984487.8237,2405837.423,1729362.417,1930242.726,2339776.067,1997854.215,1695896.903,1173027.42,2311408.881,1482143.316,2100748.26,1123959.187,731631.0775,1204719.796,749923.5698,933051.5545,2078661.691
ser-asn,301153.3132,243840.9688,263222.5748,151937.499,327464.9409,231360.7805,367425.116,164019.0581,763122.8133,153996.0583,140791.753,170992.1037,166561.3187,209976.3404,144082.8682,239988.0593,173167.666,252321.8541,224809.3038,258301.1029,253824.351,210109.6046,263248.1991,195365.1989,165876.7671,292421.9055,151196.6303,139985.9222,380947.4011,199766.1405,124479.8189,132282.9772,255818.0751,213283.0784,332645.2351,328067.7819,301843.3907,197193.1321,161343.4924,197157.4924,207042.417,377282.0279,136950.5199,276177.827,166760.4763,149030.1876,77389.11732,224763.8836
Ser-Ser,1067944.658,1034636.934,1090353.883,572869.8713,1101791.404,370582.0967,461763.7858,829837.7356,1514555.14,363860.1153,342329.4638,559807.9972,522037.1393,523046.0117,324049.457,537940.2122,580533.4876,720382.6992,785826.2271,1025458.459,789376.6693,740715.777,564476.5608,535897.9089,510950.2569,904709.1102,490852.4939,542821.9978,1371480.13,521971.9437,491874.544,373662.3678,1004882.012,749790.8799,1063935.336,826968.0823,1083053.592,734012.2133,580635.8205,844737.1518,466164.9463,731551.311,311760.3143,296526.195,613020.3275,438716.5621,563078.8853,503534.4715
S-Methyl-L-Cysteine-S-oxide,379431.2,680022.5837,252968.5357,98870.76768,1053296.05,231635.4895,308268.898,1351470.419,42110.29955,46306.36034,45882.47914,43384.30575,2087110.682,39829.71641,42601.19399,1837338.359,460073.8645,620680.853,582563.0418,515113.8112,626324.089,771323.2602,612576.1612,975745.8995,383609.1015,36187.25081,49840.87509,41917.76436,38591.26661,47974.00555,48877.76564,46390.81251,44124.30381,40976.32549,668343.0068,251924.6973,458459.2046,367358.1063,270528.8199,584350.9304,832895.6875,440421.7855,540414.6273,183649.4927,362380.1029,104703.3077,107641.2181,351590.5713
Taurine,1123613217,1020873338,1072850865,1029955250,988269668.7,1062464209,1055543015,1009808823,870522959.1,1000125453,1057027376,986644887.5,964543323.7,998016390.8,1094473014,877576893,1162322859,1205627298,1283127230,998068506.3,1156272187,1471975027,1239647288,1067904911,1237687933,1230941832,998959727.7,1174117545,1171425078,962620771,1054237977,1139846474,1145215877,1024448398,1398595661,1427188562,1160855977,1293874307,1182259901,1441336789,1302603513,1006882712,1046653861,1095968368,1113994727,1400330207,1131394798,1165493567
"tert-Butyl 3-amino-1-methyl-2,3-dioxopropylcarbamate",1599548.099,2044380.665,1526914.409,1888013.895,1576393.866,425293.7677,1009064.638,1468315.269,1538754.533,978254.8507,692427.4287,937551.3813,423770.6657,1248022.909,1266370.224,1126192.242,1094653.656,2174332.795,1467517.735,1010620.151,847198.3829,900463.6052,1090418.352,984402.5365,965429.4323,1525689.835,1656699.04,2479496.556,2532062.979,1863620.838,1714339.936,1526966.062,2393166.175,3347520.949,1065133.684,861449.7659,1112217.572,684641.9172,764022.3315,753641.5591,526230.6824,1207561.403,277472.5873,451982.4519,1049447.34,575336.5315,1034323.35,845033.7344
Tetrahydro-5-oxo-2-furanacetic acid,12412684.78,15858336.12,22848948.59,26757898.17,20362398.18,30277449.69,26157426.98,19348010.34,26049433.23,27396531.23,26235612.09,26289156.67,27583783.35,32649317.5,32703092.01,23908977.42,21860711.48,25400651.53,22460026.32,24332579.09,24660663.85,23473425.63,23549432.24,23064201.69,28995933.28,20927635.68,19391721.54,13095817.85,20015541.42,25743526.54,13792877.6,21512583.82,21881784.66,15835335.93,23348029.85,25222934.12,28081494.01,25189660.91,13323816.83,26041378.07,26406578.26,25257165.39,26067732.95,32471579.39,18061578.66,19324854.8,21860524.89,25862196.38
Thiamine,1057602.758,3276663.068,10084473.31,713653.0266,966326.8374,415964.3475,785783.9635,5875752.541,46685198.03,32766236.57,49931308.05,64172044.47,222300.4955,29495701.38,41240782.32,286440.6499,7558808.042,9763273.028,16210472.46,3450469.522,9823006.651,25564274.37,3365346.505,2909556.133,3063130.743,17079527.17,14484619.07,61544380.83,44984927.76,24803049.76,14386542.74,10602079.94,22986145.3,44468247.91,5040301.038,4225984.536,1020466.69,1681783.931,1008466.459,7792530.646,2161904.38,3307292.452,764014.6411,1827586.519,5037516.204,602633.9509,500793.0666,38124767.49
Threonylglutamine,640802.9323,678257.3856,770831.5019,271313.6622,798250.4487,339901.9554,392807.5407,477705.4315,1129763.303,238634.6309,254252.245,240960.6972,513298.5485,344792.8291,357425.1455,574459.8626,731910.9828,516490.2801,511849.4913,817849.698,624078.1846,527645.4667,512690.5791,363204.6171,299671.5694,801827.0228,343206.6418,711913.6304,1173622.991,543669.3751,326074.7849,228623.1751,817858.6223,696648.7501,684708.5077,554400.6264,676953.1126,403624.4879,287218.6625,441966.4381,366770.6989,430764.2477,190224.412,132472.2049,444093.5172,394756.7259,337074.7512,380423.9053
Threonylleucine,1291649.083,1887893.792,4347430.675,33869.18876,4972040.856,47405.21719,13267904.11,1021551.151,290832.3206,44006.4113,37299.93777,48022.87276,40194.06191,68349.30236,48349.3748,63092.44515,701191.7699,6396293.221,3726228.55,4827033.537,3120314.047,19328701.45,3018638.363,2070312.773,1207416.652,90397.02835,64248.39648,424295.8313,10258351.54,496129.8127,1774164.898,412845.8831,1956615.785,610235.8532,1137798.047,352145.4537,49464.22336,4614760.06,9495426.975,4554587.813,508778.0273,3309200.951,5167770.255,40249.36117,36604.00229,2714345.377,16543162.76,224638.8863
trans-3-Indoleacrylic acid,48244.09067,59997.99925,1033788.364,147916.6883,221982.565,39101.86224,31175.19883,179480.7002,39836.09862,47532.28666,90883.39732,42424.56739,65328.8715,41832.57924,49641.43005,34868.29562,40653.17305,38091.14823,55116.40569,3326262.195,49521.65151,135316.4572,177113.835,975616.096,110805.1546,515307.8091,1085941.293,890028.5917,1354727.151,317225.4776,43228.41821,150357.3102,3376257.774,1024510.929,1933249.856,426750.1929,40608.20687,227266.1328,67663.8208,70598.40225,66006.03777,42641.94012,386541.4292,40760.03999,1089451.858,44070.17536,57653.45322,830022.268
Triethanolamine,4384905.959,5668324.541,4216315.908,19602304.85,4339031.539,2053317.738,4315913.751,4366774.516,5010314.349,4879831.761,3539756.05,5036664.804,3883332.672,2966315.579,5919036.673,4692718.565,5492060.9,10204036.73,3660937.984,3807066.318,9679742.944,3550958.676,4838423.201,5964413.495,3058119.123,9580700.406,2506154.173,5117824.164,3504819.116,5743656.92,6305381.998,4202785.912,4245041.612,3136852.135,21200695.78,3604572.126,5399579.307,10815047.45,3369152.313,4700740.83,1775834.099,7671471.991,4890432.761,3675007.651,5630267.336,4339741.795,4366006.979,4070265.275
Trigonelline,1358057049,341203582.2,11305316.28,2023126144,189278238.6,241639224.9,18231228.55,1027399.449,525137244.8,638536252.7,795217566.9,856159638.4,896228.9507,204627892.4,437451414.8,741670.3168,3583947917,2305683106,2167283127,2984985835,667956341.2,4405328972,1056102970,2025952803,2154354261,2413253511,1515602935,3168176800,2033640354,660885538.9,1079493586,887536340.9,2200017910,2016316793,614251226.9,232755684.1,4195538.274,489825758.1,18177297.29,404894797.7,561137600.9,135520942.2,576843294,1257352958,279757868.2,149878615.2,239875973.3,353187451.2
Tyr-Leu,448655.6966,433944.1892,606679.8722,109165.8167,531927.7003,86461.31976,162316.6966,446152.1381,853552.0575,137363.5815,99597.71266,166289.8921,343129.7165,241386.9178,135045.2844,276898.7425,201828.4044,279077.4336,288555.1699,348474.0943,220406.1745,257274.3826,228999.1911,177015.7361,77537.14659,409296.0651,296993.3311,332069.4786,574301.8241,380254.6961,305371.5386,240922.2508,423405.0128,334944.038,180845.7302,182008.1068,193515.7604,138724.5298,128475.2159,132456.1421,88310.05037,87609.11969,77923.09468,57810.45223,590943.1128,65622.42507,126275.1157,127999.4882
UDP-N-acetylglucosamine,6214739.652,5705932.562,5497612.587,4549730.296,4208301.159,4989921.221,4986158.903,5331501.535,9103958.072,4933762.89,5782734.64,11405406.03,3528635.626,4986238.182,5403614.205,5706089.122,5356776.384,6147306.092,6560619.243,4813760.403,6412217.183,4490389.269,6100935.293,4579925.792,4807110.409,4844660.632,6595803.567,6433276.246,5460969.765,5610291.109,4384133.624,4661307.671,3693336.232,5324760.442,6537297.781,7765812.83,8083037.006,7309959.01,8206831.98,6997658.623,6118217.266,7152212.552,4653548.859,4332204.651,7005592.211,5803525.83,6878143.059,9856963.258
Urea,1398745096,1760045227,1693362337,1352073316,1938147586,1558819004,1367036728,2076259309,2189088061,2915509204,3143070927,2545743395,2373274782,2748612398,1962784644,2825338711,2138232854,1803257850,1542876623,1685861718,2438450843,2685843543,2618330781,1945679764,2376760879,3594376696,3449839410,4096612687,2452501049,3619730364,3102075806,3470364967,3724881599,3803272950,1713953043,2040682494,3662834581,1837836167,2187153167,1749058377,2681274771,3055710845,2181297142,1553853676,1855670256,1616686138,1715951558,1219209573
uridine 5-diphosphate,341094.2901,448564.1567,281259.0284,357086.6812,422272.8203,615173.9317,325755.1158,241861.9033,599097.9148,274922.2045,331719.1869,1091105.014,257962.1566,386230.0685,215621.6091,336191.8273,598707.758,260512.6128,109509.3018,177122.3962,295368.0819,181738.1315,131499.9514,156317,180735.5571,346208.3647,220328.725,338083.3421,280137.2867,147731.0454,260602.9137,371898.0163,140589.1488,264418.6966,261817.7205,331312.4926,493432.4692,465596.1203,680313.1739,452700.3009,853538.044,241756.9882,393455.5896,492860.3669,188539.4569,343265.9732,272830.0983,908952.6711
Uridine monophosphate,46501813.52,46036740.99,49003211.8,38046572.72,47449453.48,30792509.16,59429369.01,41319148.29,47941699.05,52912529.52,37987187.02,57103811.77,35766083.64,41379416.83,47190233.3,37032473.41,59229862.86,76060528.96,65380621.89,41060705.26,68880676.42,63835652.73,66113742.02,52102629.76,41105359.65,45276201.7,52411926.01,50443733.4,50866977.95,49966725.14,46494090.22,46085043.05,41016678.86,62872828.06,66658107.16,72542530.16,52879993,50861251.93,69522047.81,54962851.76,65520563.21,44251348.2,34365745.55,37591946.64,43774251.66,58181443.14,59827848.6,76129099.47
