Feature,4_IBA_23,4_IBA_25,4_IBA_32,4_IBA_35,4_IBA_37,4_IBA_38,4_IBA_39,4_IBA_40,5_MAR_41,5_MAR_42,5_MAR_43,5_MAR_44,5_MAR_45,5_MAR_46,5_MAR_47,5_MAR_48,2_OCT_10,2_OCT_11,2_OCT_12,2_OCT_13,2_OCT_14,2_OCT_15,2_OCT_16,2_OCT_17,2_OCT_18,1_SEPT_1,1_SEPT_2,1_SEPT_3,1_SEPT_4,1_SEPT_5,1_SEPT_6,1_SEPT_7,1_SEPT_8,1_SEPT_9,3_TOR_19,3_TOR_20,3_TOR_21,3_TOR_22,3_TOR_24,3_TOR_26,3_TOR_27,3_TOR_28,3_TOR_29,3_TOR_30,3_TOR_31,3_TOR_33,3_TOR_34,3_TOR_36
delta-guanidinovaleric acid,8451099.593,4379374.305,4095397.6,7828749.298,8012149.047,2681521.831,2643199.754,812813.6587,5922918.241,4328124.899,17064839.06,25054137.96,10747719.47,1768260.383,1533023.139,1605389.684,2454617.315,1899181.841,2516133.455,3751060.532,2076965.856,4479479.688,1076500.098,3913865.212,3379804.071,994833.3171,193868.5115,824062.1545,589999.7154,451302.6557,533087.7383,836213.1354,308250.5408,3205256.785,4044338.697,1083274.202,821383.101,5189098.057,3329552.91,3430356.674,5432897.241,2638101.086,5728523.529,3359263.946,1136681.385,9173515.976,7891786.118,3834669.2
DEOXYCARNITINE,812981572.6,1136392626,1253280917,534169278,488637052.2,795285171.5,718261834.2,600882824.5,1145421881,894130526.8,851681931.3,695317822.7,414697732.8,1028326092,747201894,393567818.2,999601216.6,1080885910,1311852613,1387095876,642000057.5,693786647.8,506596789.5,787759112.3,1342983816,1049579510,1361593657,1359210189,710767608.9,1514878054,872405176.5,698864368.1,886203244.5,926971505.7,781021906.8,660296753.4,361568717.3,642650207.4,986495973.6,730974780.9,586794725.8,837656941.4,1227752501,487507941.3,847710224.4,610427708.3,628858601.1,1773458678
dephospho-CoA,1769681.332,244117.2915,2055374.429,728998.1212,632546.6765,130901.0915,170141.8137,144154.0635,1053916.391,870727.6893,461073.188,1854148.367,373227.5381,1188532.825,1115664.179,463276.26,190495.0547,198503.175,196409.5711,243962.2186,167094.567,202903.7076,371869.0326,173044.8715,304404.8968,681561.623,747427.1638,1189426.422,682673.8954,511120.42,586539.3148,567421.9405,758320.7759,1401673.394,162377.456,129064.8298,186468.6126,145101.1637,223477.8572,273708.2512,278750.6391,141173.8919,183203.9571,72839.23275,359413.1208,553364.6352,148180.9371,385176.0961
Desthiobiotin,29407277.36,40266824.8,70189129.97,1015446.272,70928575.47,13139266.88,228031670.4,19777572.11,32764797.75,13550611.24,4329996.87,5894378.963,371131.9955,8512101.759,3481748.561,299257.8211,18066579.43,533717172.5,273551286.4,419553334.4,210678472.4,290077612.8,332983570.5,135812402.3,45377073.67,25409444.12,16167498.22,12759510.19,209224544.1,30279661.04,125140455.8,79392952.26,55536888.1,48328159.2,56466429.69,23340908.32,7534880.507,303798500.6,247509558.3,138701821,45336703.53,135196752.1,147941540.6,4846397.107,9011011.163,98649981.13,543162373.7,13381727.48
D-Glucosamine 6-phosphate,1815262.149,957207.4166,1397925.345,855785.0817,2004389.704,1724685.741,1728481.114,1844002.298,1428721.138,3429898.645,814024.6431,2185024.715,2243923.096,2378638.779,3421954.22,2335315.738,3535894.471,2581650.012,1235143.555,1657913.063,2912706.512,3345712.452,2818877.591,3016564.959,818788.6415,1985672.711,2729167.09,1662212.939,2580219.273,2164690.996,2517350.986,2647440.568,1979725.022,2668567.66,2010466.816,1186652.158,1547656.796,894110.884,1250505.733,1386954.077,1898862.89,1054652.94,260027.9062,1765312.841,984329.5209,1710069.599,958995.2169,768903.4192
D-Glucose 6-phosphate,146647001.1,92726207.47,123482768.9,71628387.14,189889284.9,230327571.8,322852476.2,218597979.8,147432813.2,286735937,95689769.42,266985624.1,278413696.1,278871709.5,420208016.6,227539752,463725095.8,446326783.8,215065487.6,210875270.8,395823621.6,529201423.2,421025816.6,416530428.1,100695942,284523477.7,400475016.7,317813797.6,419016367.3,246292017.9,252123225.3,306217188,240229101.4,306192741.1,350243283.8,142609732.9,240201482.6,137775677.2,207526890.8,89520578.1,203783618.1,108116184.1,12097993.69,156847616.9,97622160.63,322816090.7,135218096.4,109669832.7
Diaminopimelic acid,2749821.619,3735166.17,1357865.867,902344.482,844480.5293,1989440.858,2064176.326,5040571.872,1093637.733,2555325.571,998485.0833,1408173.507,1267728.464,1555437.376,1139952.047,665544.2209,3113617.118,2634694.764,3288492.211,3952497.939,2700759.387,3872250.75,3841657.045,1153732.025,1011273.704,2170644.1,3214017.828,1918405.614,2468091.144,1885614.424,2287587.731,1506686.114,2096040.866,1813874.205,3236539.921,2677703.746,3479065.701,3345528.812,3364344.195,4278504.572,3122238.464,2329389.339,2198915.995,870802.7518,1710684.524,3064030.809,2069660.453,1900060.105
Diethanolamine,9783884.101,3226995.678,4943546.686,2098598.872,2984913.763,6211576.483,4825049.744,1636538.919,2371992.789,1450665.3,1608862.247,1149414.189,1221319.508,1523556.071,1567240.293,1347817.683,5761224.521,5729788.808,6429923.102,5053031.032,7655319.875,7402296.071,10465508.02,2822115.114,4935692.724,2076608.981,2364931.682,1721215.728,3272327.687,2974501.714,2187678.597,2203499.031,2267714.182,2107443.585,1430308.4,3739088.863,3997140.581,6135202.361,4940950.578,2308051.783,2596378.084,4484115.918,4592880.09,3112509.132,2734527.12,2950643.547,2316413.748,3390442.777
Dihydrothymine,1090507.859,1616764.04,1493276.191,2379713.118,8673792.651,3106462.197,3109424.77,4053341.304,4542485.691,13462921.1,10429891.1,15603468.56,12535488.5,1756568.374,3057247.557,2814044.483,7231357.583,1652958.223,1030638.902,4430082.328,1614520.542,2989440.66,1855759.791,7907100.405,2436945.129,1043986.593,987202.5787,1900793.193,1073969.309,1651393.616,930683.7622,1516644.753,976914.9704,1906932.966,1531718.426,1586527.652,1158209.197,1499279.221,2676884.788,1186184.296,2254753.751,1033772.067,4424964.879,5719050.787,1283041.622,2910064.983,10946919,1825379.43
dimethylformamide,18896453.08,22626720.13,16269450.19,24019231.47,13604125.09,19971851.73,21291018.82,20188389.08,22151786.65,27128087.09,17813179.87,26730288.65,12714325.77,24381431.67,28652588.43,15582396.13,33656184.63,29275501.57,24544562.44,15126240.93,14093672.24,15412868.71,21051074.25,16007818.19,15783841.51,19976284.12,34834466.33,43314232.3,27854814.87,33283599.36,23484561.09,32781609.04,39319599.33,35653243.74,18859693.55,22376261.19,21901492.14,16922432.77,17575165.46,16019495.73,20798333.72,16559384.93,18027426.38,11935729.72,22666370.16,16645775.57,20777775.78,19410144.13
"DL-2,6-Diaminopimelic acid",5050281.875,3429198.422,10016148.32,2577441.38,4389553.496,4359732.462,4795974.109,7740404.876,8082331.553,2155493.657,2552669.717,3180759.328,1779760.48,3062648.162,2302534.727,3070796.306,3498144.986,4858709.603,3911506.517,4645280.032,2946842.661,4246625.815,3039132.322,2980655.268,5362316.588,3106028.988,3100809.226,4030385.215,4300239.986,3232355.217,1943532.172,1906310.298,3793924.888,3584935.263,4279430.267,4322684.461,4762785.364,3572164.977,5023084.21,3303579.972,4127134.133,4865013.995,6342405.309,3210759.658,2661744.259,4330442.165,4373321.473,22802892.21
DL-Arginine,99885338.17,3576634.096,277668143.8,196433005.2,305039614.7,55124874.81,148679707.9,94230829.5,275607109.5,64322224.82,83851104.62,148076193.9,91268631.46,211331787.3,206613777.3,118637643.2,135618343.5,251622098.3,107587307.5,195100053.1,84088354.59,87666312.24,145543066.2,290963285.9,339558442.4,91624029.99,184682083.7,158791381.3,157101929.4,185338090.9,139253312.7,211395260.4,120955783.8,215713946.6,149822441,113484250,103640000.9,96662500.97,3373573.307,2947092.718,136541436.8,168859699.3,214690380.1,183243162.1,196250453.7,94230012.17,275521226.8,157777371.7
DL-Carnitine,17075489967,11766253578,19253539711,14941511233,14806470643,10442687922,11863355855,20974084171,20699223763,20014408652,15947683116,17515303365,16204850655,17848157765,18666288048,18823450620,12133986634,4321189775,4155428179,12591834688,6095014149,4597958166,10455678747,9896808255,13570503069,14381590332,12735154982,11275886803,10994546093,16485938625,15374621254,12382819730,13649776521,14873248924,4501396606,7365299070,8461198187,5685759374,10142984453,6775717662,13645316060,13436151321,8644931430,6355967979,10806586072,10208792695,7188561599,15286297552
DL-Glutamine,1497399594,1593019823,1676749900,2497129960,2776560660,1961429643,1807332103,1499489632,1754482615,1644436600,2105094148,1769207449,1550152869,1346761235,1626187341,621925880.7,1464051771,2107849010,1770016481,1791542658,1903759336,2284952383,1745154222,1657424925,1662287818,1268088217,1561942943,1833664618,1514126448,1778767137,1102311964,1199739317,1481411963,1247242057,1918402232,1481733822,1146311822,1592568247,1163350687,1431116577,1767596936,1116085578,2061670843,1457657815,1468225306,1944073755,2235007821,1071466644
DL-Phenylalanine,1633665.823,966717.9788,2357276.768,2325924.519,1530969.46,846566.8756,1213763.328,2066488.278,1337791.038,1491569.392,3125736.492,2463389.806,2207300.977,1216296.936,941049.5619,1887782.777,1174318.61,774658.4163,719646.8339,549061.4521,1001617.583,795880.9078,1126019.798,1127988.567,682771.8108,1009863.677,1410601.634,1614871.438,1980466.347,1538583.579,995980.4762,1125588.204,1849426.721,897575.1436,1358715.895,1029590.664,1416592.018,704654.7405,880807.2615,1038356.75,1204449.857,1260985.063,606311.1537,731712.6139,1214665.436,934272.9306,1100315.546,459142.2995
DL-Stachydrine,329986336.9,4566404.099,39986707.96,399814976.4,3961604.985,9789634.737,2390063.354,1196809.999,140300111.9,252284948.1,302954285.8,432453077,1724297.83,184576942.4,241017973.9,3178894.763,116337285.2,287612433.8,13834163.3,17267263.72,145372282.7,290373916.2,90459347.56,65081982.31,85088791.58,164859931,46779649.09,9629324.155,375310004.1,943320793.5,335637616.1,139103408.2,109965554.7,527553362,61812526.74,19960958.81,10570699.25,475691848.1,1579316.091,99354657.9,1055212749,409290466.3,4172048.632,2619824.312,460465.2245,293025053.2,20109316.53,6609602.035
DL-Threonine,76493928.74,85147391.39,70823253.52,103847942.7,47254631.17,76771298.34,85426321.78,69657602.79,97491408.06,131012431.5,72996289.84,124124651.3,46848922.44,118084202,130184273.3,62190919.86,136973410.9,113853570.9,87160763.01,58142328.33,53456621.12,52352328.9,76001565.3,58112599.73,68171474.32,82548477.53,170037801.3,207352606.4,124467499.5,166270178.9,105641328.9,151615623.9,185877622.6,166689837.2,74910748.08,93511704.11,92492501.89,61839925.71,70218448.65,57967249.53,83885208.08,58393560.25,71925324.51,49905986.06,83923423.28,71297254.57,82661076.31,76260885.63
DL-Tryptophan,24474794.82,20146459.31,21062928.74,20594722.82,19089055.11,18893966.18,25722452.44,19126420.38,25640053.01,21479460.41,23964803.9,34714849.99,16987313.44,29748523.23,24500827.38,16657260.83,24403167.78,23363960.5,20338694.63,19169718.29,16728273.31,22450404.54,21295673.36,26626610.76,15745448.55,23636780.58,24922871.51,25312550.44,35101711.56,25462690.74,27224703.54,26612239.67,26411891.08,45839875.19,28113107.44,26560574.74,20399653.07,30245337.01,20765631.99,21701063.99,26416944.41,24973063.98,16176273.07,16474573.51,25555124.54,20931579.44,18051866.05,22228142.34
D-lysopine,763489.0167,1722086.496,1462360.175,920812.6885,1729474.622,800921.99,1689711.821,807235.6586,1101401.931,274266.0874,952314.3627,690395.1934,653215.7426,669677.4845,588673.4314,745578.5808,508023.4845,1847410.708,925219.2464,847341.7465,829143.9429,411577.3129,895602.563,952628.4878,1864107.517,493832.8462,738815.923,919948.5826,842261.5149,426330.5679,345280.4242,196916.7037,529461.0738,409150.1642,852790.7737,669972.8219,1529278.651,1162454.945,1605373.015,754044.8429,1182931.244,1796665.925,2991745.62,497652.1637,1224777.445,658968.6083,1529826.926,1213689.06
D-Panthenol,163674.4854,262681.5415,329582.8199,946053.3445,131642.146,184872.4357,157177.6907,107683.5448,542239.7748,386286.6828,365909.2577,1067288.591,282201.7063,680331.6114,2738889.445,167945.3094,184447.6829,7255713.885,717051.0637,310128.1248,134758.0469,258252.5945,544215.8599,256888.6681,117913.3111,1033725.419,588805.5251,178837.206,303640.4379,950647.9821,488705.0912,225525.4981,498148.4946,291419.554,445410.6541,181970.5133,150903.4672,255694.3807,232951.8204,120560.9045,339509.5784,149766.7171,126130.4834,256529.6374,96344.96935,168744.2691,274870.2643,331368.543
D-PANTOTHENIC ACID,2618817121,518256300.6,3242053745,2240750038,4208094043,1697952488,1931723967,2310472780,2817952747,3087517891,3041669172,3301584189,2722530132,1885643533,1587772494,683968148,3801938971,4927826046,4949572317,4050903885,4452649415,4237419472,3584385237,4180115111,4236749686,1375315307,1645847052,1773544031,4653359325,2122867556,4123382351,3290499941,4017923907,5249254571,4987906807,4847829147,1264459898,3971974025,1701214509,4457913431,6978893338,1931967373,3114013289,2025022265,2412841178,3797490378,2998259254,2275671919
D-Serine,152171100.9,109954155,170172165.5,108701687,156433555.6,152140179,180546744.9,194182192.5,160113198.7,154520397.1,121323899.5,214737691.1,134878796.5,98454714.22,158990163.4,93765794.86,108996201.4,143452377.8,90619246.42,160463895.6,74725823.24,70770294.03,93794255.07,175682092.3,70623681.14,98533136.97,182257165.1,181070638.9,121360475.9,146810057.8,148026207.3,142329289,134097707.2,216872880.4,82573275.64,61151257.1,73972708.84,88200730.76,54045763.81,88097728.59,80636203.1,66496395.92,72468905.79,89089432.21,79773675.87,110899419.1,175331968.2,53910864.53
Dyphylline,5562078.787,2598443.224,1539042.806,2680795.589,744764.3436,3828173.74,653783.7487,1605063.934,319446.8239,880905.1005,1909483.478,764833.5998,1655336.397,373397.2284,817917.157,326075.1516,119732.5264,5184070.807,9454052.267,6739810.45,3349735.033,9430592.094,3762865.41,1201483.105,1973457.507,2020674.907,3013795.64,5778425.398,4347120.709,1517984.423,5293977.191,3890258.821,4013890.341,2640683.078,5082202.554,4568092.822,12536748.85,11516827.73,3753013.611,9087926.128,1421101.339,5259787.456,4829285.432,940347.9032,2029855.807,2429932.962,1675292.856,1271765.244
"Erythrose, 4-phosphate",1333616.156,4186485.079,2058428.983,1474360.12,3272278.232,4268995.113,13388699.3,1440967.702,2465353.237,1300008.921,999976.6374,1673868.986,510127.4316,991475.8256,977377.436,1465389.05,4386939.459,3376110.12,6899392.625,4502959.22,3296072.029,1922919.12,615879.8078,3335067.08,9911771.549,2878014.131,8328734.753,2998159.581,2057745.638,8617184.09,2594518.896,1293991.001,2734249.272,1877330.834,1235729.38,6538778.881,7250810.902,6178913.497,8156260.674,3958246.092,3511162.511,11857693.89,2622056.953,2983812.051,4779690.885,2714137.428,7989502.309,7663845.923
ETHANOLAMINE,25674719.29,4762008.022,21151554.44,18310154.11,8185429.392,4809246.567,6037966.843,9942758.093,5394819.104,3442664.095,3512819.363,5119165.292,5840989.285,6890359.209,4722117.636,6396225.147,7622080.565,8666718.456,7458979.967,7180516.717,4358036.079,6014190.174,6106421.315,9864910.621,7013210.387,5011726.036,5963429.208,7013519.1,10743164.21,5169763.069,8600785.964,8528761.966,6752585.627,7650503.651,5890238.588,5014037.493,3525320.66,6616502.396,4041594.592,6435443.05,3197680.415,2977112.828,66358.34396,6976737.443,4796970.905,4784066.728,5964635.023,5398956.902
g-Aminobutyryl-lysine,29407280.19,40266828.05,70189148.25,1015446.464,70928596.09,13139268.3,228031724.8,19777574.58,32764802.26,13550612.98,4329997.829,5894379.673,419353.6093,8512103.502,3481748.79,273422.6735,18066582.34,533717274.9,273551315.7,419553416.7,210678485.9,290077647,332983609.6,135812429.6,45377079.7,25409446.52,16167500.44,12759512.89,209224598.5,30279664.74,125140470.8,79392961.12,55536897.87,48328166.41,56466439,23340908.67,7534881.241,303798520.3,247509601.7,138701839,45336703.53,135196752.4,147941562,4846397.472,9011010.889,98649988.23,543162493.7,13381726.97
g-Butyrobetaine,993339.8487,347614.827,667624.7753,1262868.674,10387252.2,513844.9149,212433.6661,839596.2211,1753397.352,895084.8136,1035170.126,1772927.434,148655.0842,16146048.82,2583853.405,375210.4098,247823.2112,135291.7277,242598.1334,402830.2897,233925.4825,3529393.206,381779.8443,941782.1052,1240846.322,1160882.488,430332.6541,264559.9627,1261481.205,1920704.948,1775611.718,874887.7499,535832.1313,500118.557,901329.3974,385399.842,2102383.597,231056.4041,122058.6398,1456913.776,823251.5389,519264.7501,244571.8649,223062.7091,946785.0044,175959.7315,311704.0363,609253.9835
GDP-alpha-D-mannose,1227414.849,667893.5458,1291255.046,1406539.238,1069174.896,903388.2107,753087.5054,1149931.002,1533207.994,1425805.482,1626492.408,1599993.394,1669208.106,1293708.99,1509334.414,1526963.878,910116.6712,859117.6446,788416.7023,781940.8654,739782.2204,724552.4251,844434.0602,1051025.351,692477.7585,1228909.983,1127514.404,981252.2262,1527065.035,1437482.771,1048064.336,1351031.002,1069910.157,1344921.623,953988.6854,814650.5047,719580.5569,737873.2173,877371.1089,777736.5734,810899.1173,432551.4665,736235.9102,570720.0452,624848.3273,1091786.942,713886.3897,798000.3837
gln-ala,8782497.743,22200763.61,14879378.75,11024889.99,12988668.18,12605551.25,11508410.38,12107976.72,21969510.43,49165428.23,14326846.24,47883989.97,32104574.4,25958166.26,77384182.85,23628605.45,9733523.183,10058494.11,8637621.738,11888319.29,10791438.96,7572646.772,12679402.7,8089443.822,5370447.447,8567871.901,2709055.949,7144908.2,10601893.23,10685091.49,5840030.94,4226859.271,7417848.005,9550946.461,10429166.63,13346572.62,8051959.394,8308032.87,11113900.27,8772077.448,15674955.83,7797667.088,8613194.118,11953219.46,12940094.91,16315035.68,9237127.855,13988137.72
gln-phe,431914.0855,346382.3,458740.4572,180222.0869,485472.3337,226152.2298,200043.4901,301058.681,640686.1246,117112.3036,154645.8846,125200.2029,182154.3617,205720.1855,147230.5859,179978.3623,240178.0962,404450.2138,259482.8932,494814.6785,342349.5053,224558.6421,256887.6801,173714.8522,166119.5985,335281.8315,200370.8138,274980.7538,422988.1067,214175.2551,188515.8418,230090.0782,290051.2313,301618.8072,271789.8767,304456.2124,520408.3449,319467.727,246915.4123,279223.4645,177622.454,212988.4486,186711.4534,109738.5183,376965.3034,191633.4916,218046.8276,203346.7054
Glucose 1-phosphate,106130215.1,83133551.28,100607094.4,64892768.46,123204307.4,133604090.7,157820325,133646747,108432005.3,168788807.9,70725906.26,152318131.8,162929647.5,166908883.1,232812672.6,126843760.3,239644706.6,259529566.7,143050117.9,133467844.7,187753199.3,254769518.3,241161308.5,243743370.8,67310746.64,178380287.7,213830285.6,199956306.5,239366044.1,157818075.1,146730448.5,156797508.3,144278972.4,173062024.9,194544068.2,98390984.73,138217829.1,104790493.2,130947242,78134570.58,117477056,80973213.03,21083496.96,96295445.46,71342024.29,174388386.6,87894618.74,70266960.21
Glucozaluzanin C,5503934.888,3605211.783,141223.287,4718441.22,4101128.928,2468949.794,3721694.486,3722569.275,2277297.435,3429967.969,3728057.025,4425433.793,3689273.323,3142607.48,5701594.771,3387290.398,1735620.519,1851349.821,1670762.921,91458.95481,1680802.678,977132.4138,730646.9056,1979981.782,1319056.199,1779041.339,2670001.903,1911908.42,3123914.23,1694849.279,2038916.41,1946512.799,1563759.699,2309207.472,1999486.628,1660841.22,1383673.712,1711999.345,1230045.376,1579418.269,724741.4969,1246593.642,1401056.354,911286.6467,1461634.804,1573528.1,1749248.664,1086397.224
Glu-Gly,499557.2013,715175.11,478767.3051,510116.4174,309250.109,507924.1649,898694.3317,2187802.872,626224.8257,805874.0626,461159.3721,934207.1398,578181.2122,460898.8152,487411.0302,923510.6459,276545.5888,259970.8716,234479.1028,236719.4751,265012.0237,505517.0762,401766.7406,157783.2351,336722.8229,555245.5836,635670.5621,493110.9399,351744.2436,423217.8846,389072.1941,286321.0478,240039.5327,432490.2915,297339.0013,255077.2503,366712.9697,333998.9024,258110.5959,116392.092,479542.6174,491881.379,122115.7146,75203.32697,370590.4094,374163.7463,593984.0509,464310.1637
glu-ser,2802021.012,1526518.068,2283793.886,776856.1295,4819078.834,762269.3453,419814.9483,940351.901,2019796.065,1160752.193,156996.6541,496494.4342,2101419.702,1089450.382,538828.0132,1192332.125,267303.8381,437363.9073,602380.686,1671345.176,704956.2647,1111293.149,467110.639,356589.1683,90479.5816,3950577.755,650983.8571,1123493.454,3924434.96,1420582.22,892124.4891,453237.9703,2274657.879,1816982.907,658344.0441,662381.1902,758447.9477,515215.6645,625824.9654,367191.8558,535977.4663,310931.024,159461.9138,366748.1085,516064.6242,797202.5755,429316.3608,324838.6448
Glutaurine,1016332.743,881507.9813,1669975.78,666736.9144,1608093.445,1066710.849,1092071.386,815515.7842,626468.0823,754692.967,1574440.417,966654.2905,480473.9997,576966.7552,653601.1677,854663.3787,520881.8553,782359.0533,1250022.108,904963.7992,791054.1074,1823142.677,505600.1334,532112.6656,2249335.852,713468.2641,692263.4102,1512398.688,1321441.352,1670173.096,493092.3829,509998.1778,1437640.527,770451.4472,1550105.555,1340536.706,1309552.834,1756031.394,2109338.127,1266853.071,1881820.35,1029123.957,2760355.036,387696.0442,593086.9613,1436989.32,2052319.832,742694.1175
glu-thr,3435554.293,1179023.658,3260351.825,959896.8859,8079124.273,667716.2646,974347.4123,1301092.499,2023224.566,890204.0818,1991225.478,1129862.212,2304743.318,1103123.691,563847.6905,1105701.236,414595.895,1220172.573,2786580.335,2575142.898,1698535.404,6228168.969,2688287.315,284088.9816,2422435.535,5781725.29,1096082.243,2473346.479,6629351.611,1521812.984,1467845.083,783649.0326,3222653.003,2304719.597,1241353.724,545891.5893,1465207.133,3031655.082,2433362.711,1998981.389,776131.3321,1003690.257,3998925.174,1190387.714,487913.7898,1236012.049,527509.4186,644160.1001
Glycerol 3-phosphate,83484925.39,38647682.24,137339867.1,142920293.7,138403689.5,17409350.77,9777276.495,20505414.34,65592746.11,57828089.38,124137560.1,176442566.5,20264966.66,76853033.61,103205737.4,49232411.91,4211083.631,10932852.49,34166783.73,46560765.68,8108489.347,44722892.02,3863704.947,13732069.77,58292296.37,133228924.4,80407125.09,96328952.04,82416406.76,143208960.5,57019189.48,145456896,76869208,150507954.3,9766908.771,17002880.43,19841104.69,28868783.7,14518955.64,27519450.24,17510033.13,13379280.02,13688958.75,2128984.459,8689791.024,45878061.28,58199424.74,4949946.234
Glycerylphosphorylethanolamine,3852537.908,4843632.614,5915097.771,5163521.639,4689582.754,3223513.468,6687934.72,4768008.351,2760322.588,4147418.47,3407674.284,4343918.849,3823310.178,5275560.494,6169174.123,5749624.473,3680811.139,4927662.968,4511399.121,3082155.936,4278137.466,3846788.133,3177539.271,4101740.118,4917170.675,2098618.355,1614429.101,3096553.997,2749585.878,1154037.302,1759246.35,2256897.97,1748794.649,3545557.225,3526342.129,3814106.828,7459972.37,3029107.69,8599433.671,4531423.896,3116420.895,5889667.907,3749135.636,2700192.442,4033690.061,5872462.344,4448754.079,4511249.886
Glycylglycylglycine,107717.8548,37605.89297,117704.0519,163732.2881,316099.3437,100275.9987,101989.0385,91457.44942,115950.9492,183351.66,179482.1547,173397.9916,169618.2882,61949.27345,65684.00932,70987.39985,286178.9847,167998.9034,124345.9903,146423.3163,200956.375,123429.7744,186996.9196,287302.4558,241524.2467,176300.2437,146531.1728,161993.0888,144726.5424,125988.0736,70092.62976,119808.5997,145692.2402,171979.0425,119696.9465,172820.179,96439.80258,144077.5085,223121.7384,155025.6978,199812.6335,66931.41355,450112.2838,156903.1388,108630.6935,210216.0309,165640.7253,131677.745
Gly-Lys,107173.4186,94962.66596,268550.2276,79061.26043,283797.6678,237428.3267,415373.5141,176366.2549,635110.6,242076.3675,117590.9683,240914.8513,53976.92508,124742.1412,202611.6894,60517.97441,451381.7865,835057.8457,1503823.085,815400.3295,868574.654,1051381.239,747642.9733,2282123.865,245315.9453,152353.139,142230.0165,385209.0862,672019,415791.6781,1893364.939,1494255.531,488680.71,404146.4778,81294.77616,63127.3603,36660.90515,949367.841,248074.6388,300570.0555,96900.67075,165288.0658,173832.1146,381009.8652,34550.45324,167372.0876,804014.8882,36665.1445
Guanine,13692992.6,10872878.47,24741136.14,19247756.83,12271347.76,3764588.376,4872618.618,5638932.506,32691618.34,8765799.075,13607867.34,18386443.8,12160503.97,16586990.22,12589393.53,5392013.486,2245285.784,5004443.439,7499206.22,5166874.414,2559665.368,2538146.862,2724040.232,5899810.852,7538018.393,9689000.153,9654651.225,8723096.532,13005872.33,9759444.946,8271835.154,10243639.15,7199439.615,10833674,5662030.25,5912120.543,9212603.937,8709503.443,5136065.124,6958621.659,4691173.311,12166822.46,7579265.324,2869109.997,14163679.17,5731602.037,4836364.191,7717820.088
Guanosine monophosphate,38008427.61,34193207.52,34905451.5,41385969.61,30636822.77,17304286.09,41248599.49,25969208.75,31568211.08,17303245.4,35896900.57,20003049.19,15373871.14,15573317.28,10967459.63,45705172.99,35646435.92,31891090.51,34491638.83,24386305.65,32341152.41,36316470.24,30454498.53,32046671.89,32236437.37,28199539.43,30679685.28,31106436.81,32075313.61,31505133.84,23698507.96,28180258.05,26963881.26,32723393.96,47440681.75,51184575.19,45471113.96,37486324.9,56489103.36,43108797.2,29328899.45,45214432.23,37554653.49,18837538.86,34848169.41,21909095.18,30318211.68,32831775.38
Hexanoylcarnitine,246247451.5,905850933.7,512650478.5,830489249.9,376544641.4,437341317.2,506842994.8,365829709,466324721.2,673064618.1,882649248.3,845636969.2,429304663.6,491121420.9,515354583.3,418837578.3,520048266.6,565462519.7,418042078.5,557967263.4,313837718.4,486039774.8,582918337.8,518204556.6,760125907.8,373789294.8,482507954.7,437411972.1,664077076.7,573849493.8,251809887,612122965.5,625480375.7,408331686.7,274745087.9,303494660.9,509376303.5,251650894.2,369125111,478926901,175559146.4,236667352.6,690709025.1,707444949.8,487972251.3,410197332.9,603831581.4,189595214.5
Hippuric acid,645730.8702,229737.0233,131814.5043,515789.4836,129941.9191,165698.1162,135497.8959,137107.7507,1188169.611,697596.7584,1148263.279,994483.7534,157192.6159,943846.1279,192708.8023,120824.5804,153963.886,1958259.864,166968.9744,607498.6863,184102.4536,222366.5935,143354.4511,159329.8822,1438940.79,5910492.704,14557225.68,19571325.79,1443803.954,193822.6865,138230.0736,8264622.461,7575514.11,3847921.793,529283.8533,430252.224,1162240.734,242330.5313,246582.3126,627626.9174,250835.513,169296.7132,166196.1287,160414.6991,563379.3669,190327.3197,167113.3865,176440.6892
his-gln,158470.9423,1224048.058,461452.0595,617731.3868,810305.9336,726666.1647,768263.6625,548001.3823,421552.447,645655.9656,340430.841,309966.9606,1526153.525,289476.7668,362944.1752,673053.0547,1428793.462,2660524.518,2156368.913,243174.5214,2599029.461,306529.5377,1104031.102,3263296.004,280257.8912,200871.4978,69685.20865,301589.6293,326210.4892,54170.6644,1080863.941,425814.3066,197921.0912,361164.1255,1331570.718,1191456.684,201894.2722,1234355.505,2250536.51,641777.0601,856080.6396,401755.798,2612167.006,1470022.152,605208.3613,1230839.602,962815.2013,1584964.523
His-Leu,1228108.554,1258352.858,731904.0899,354903.4094,680296.9671,742660.945,768296.9391,953866.1367,1065527.765,260269.9422,252528.1409,222871.6106,874619.9393,813670.5818,289121.2138,539725.9962,1076903.608,1278135.461,984653.8541,1242514.797,1387990.732,1007862.701,1137138.678,967209.8446,544106.3402,730285.8788,498565.7081,584980.5977,1838137.89,460585.8073,706322.0109,244506.1166,1058883.268,449620.1548,1588702.063,1202553.896,1763231.904,912870.4155,1096197.405,1046066.585,502357.5493,1175958.61,668239.4147,694957.1768,1022917.526,597589.7924,592869.8795,792502.6392
